,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
2,MSFT250417C00240000,2024-09-24 13:48:26+00:00,240.0,197.08,182.45,185.85,0.0,0.0,,2,0.5844157769775391,True,REGULAR,USD,2025-04-17
3,MSFT250417C00250000,2024-10-15 17:57:06+00:00,250.0,172.92,172.6,176.4,1.1199951,0.651918,2.0,5,0.5583845431518556,True,REGULAR,USD,2025-04-17
4,MSFT250417C00255000,2024-09-16 14:42:53+00:00,255.0,181.92,167.8,171.4,0.0,0.0,5.0,0,0.5435226312255861,True,REGULAR,USD,2025-04-17
5,MSFT250417C00260000,2024-10-09 19:44:01+00:00,260.0,164.23,163.2,166.7,0.0,0.0,1.0,1,0.5349167602539062,True,REGULAR,USD,2025-04-17
6,MSFT250417C00265000,2024-09-20 18:09:43+00:00,265.0,178.2,158.7,161.85,0.0,0.0,2.0,1,0.52539537109375,True,REGULAR,USD,2025-04-17
7,MSFT250417C00270000,2024-09-20 17:00:00+00:00,270.0,174.39,153.95,157.1,0.0,0.0,2.0,1,0.5140124282836914,True,REGULAR,USD,2025-04-17
8,MSFT250417C00295000,2024-10-07 19:44:22+00:00,295.0,123.34,129.9,133.45,0.0,0.0,1.0,2,0.48553981262207035,True,REGULAR,USD,2025-04-17
9,MSFT250417C00300000,2024-10-09 15:38:45+00:00,300.0,128.0,125.15,128.45,0.0,0.0,5.0,23,0.4686332434082031,True,REGULAR,USD,2025-04-17
10,MSFT250417C00305000,2024-09-24 15:32:02+00:00,305.0,132.35,120.5,124.15,0.0,0.0,2.0,2,0.463170651550293,True,REGULAR,USD,2025-04-17
11,MSFT250417C00310000,2024-10-14 19:36:10+00:00,310.0,119.5,116.2,118.4,0.0,0.0,3.0,6,0.43457596679687505,True,REGULAR,USD,2025-04-17
12,MSFT250417C00315000,2024-09-26 13:30:39+00:00,315.0,126.25,111.75,114.95,0.0,0.0,1.0,2,0.4417780432128906,True,REGULAR,USD,2025-04-17
13,MSFT250417C00320000,2024-10-09 17:08:24+00:00,320.0,108.0,107.2,109.1,0.0,0.0,1.0,20,0.4125730130004882,True,REGULAR,USD,2025-04-17
14,MSFT250417C00325000,2024-09-26 18:23:14+00:00,325.0,115.59,102.75,106.05,0.0,0.0,1.0,14,0.42383388671875,True,REGULAR,USD,2025-04-17
15,MSFT250417C00330000,2024-10-08 19:43:28+00:00,330.0,96.63,98.25,100.1,0.0,0.0,1.0,23,0.39407954559326175,True,REGULAR,USD,2025-04-17
16,MSFT250417C00335000,2024-10-08 14:40:40+00:00,335.0,91.74,94.05,97.05,0.0,0.0,1.0,5,0.4033873138427735,True,REGULAR,USD,2025-04-17
17,MSFT250417C00340000,2024-10-15 16:15:21+00:00,340.0,88.9,89.45,92.65,-5.5499954,-5.87612,2.0,29,0.3940185110473633,True,REGULAR,USD,2025-04-17
18,MSFT250417C00345000,2024-10-14 14:09:24+00:00,345.0,89.5,86.4,87.0,0.0,0.0,1.0,20,0.36911641632080083,True,REGULAR,USD,2025-04-17
19,MSFT250417C00350000,2024-10-11 13:42:29+00:00,350.0,79.02,82.15,82.75,0.0,0.0,1.0,24,0.3613955462646484,True,REGULAR,USD,2025-04-17
20,MSFT250417C00355000,2024-10-11 13:42:29+00:00,355.0,74.82,77.95,79.7,0.0,0.0,1.0,5,0.36685813812255863,True,REGULAR,USD,2025-04-17
21,MSFT250417C00360000,2024-10-08 14:10:12+00:00,360.0,69.84,73.85,75.6,0.0,0.0,2.0,9,0.35941192352294915,True,REGULAR,USD,2025-04-17
22,MSFT250417C00365000,2024-10-14 15:40:28+00:00,365.0,70.75,69.85,70.45,0.0,0.0,11.0,24,0.34027759338378905,True,REGULAR,USD,2025-04-17
23,MSFT250417C00370000,2024-10-14 15:24:39+00:00,370.0,66.8,65.9,66.5,0.0,0.0,1.0,31,0.3336858624267578,True,REGULAR,USD,2025-04-17
24,MSFT250417C00375000,2024-10-14 14:25:11+00:00,375.0,60.0,62.05,62.65,-6.0,-9.090909,1.0,18,0.3274908560180664,True,REGULAR,USD,2025-04-17
25,MSFT250417C00380000,2024-10-14 15:07:39+00:00,380.0,58.91,58.3,58.9,0.0,0.0,1.0,94,0.32161628097534173,True,REGULAR,USD,2025-04-17
26,MSFT250417C00385000,2024-10-14 19:06:18+00:00,385.0,56.3,54.7,55.25,0.0,0.0,3.0,72,0.3159858441162109,True,REGULAR,USD,2025-04-17
27,MSFT250417C00390000,2024-10-15 16:47:04+00:00,390.0,49.8,51.15,52.4,-1.1199989,-2.1995265,1.0,34,0.31702343139648437,True,REGULAR,USD,2025-04-17
28,MSFT250417C00395000,2024-10-15 15:50:09+00:00,395.0,46.5,47.75,48.2,0.45000076,0.9772004,2.0,32,0.30478600494384767,True,REGULAR,USD,2025-04-17
29,MSFT250417C00400000,2024-10-15 13:33:00+00:00,400.0,44.6,44.45,45.0,-1.2000008,-2.620089,125.0,138,0.3009103112792969,True,REGULAR,USD,2025-04-17
30,MSFT250417C00405000,2024-10-09 14:12:53+00:00,405.0,40.5,41.3,41.85,0.0,0.0,10.0,94,0.296607375793457,True,REGULAR,USD,2025-04-17
31,MSFT250417C00410000,2024-10-15 19:22:34+00:00,410.0,37.39,38.25,39.2,-2.4099998,-6.055276,6.0,161,0.29572237487792963,True,REGULAR,USD,2025-04-17
32,MSFT250417C00415000,2024-10-15 19:54:41+00:00,415.0,35.45,35.35,35.9,-1.1499977,-3.1420703,10.0,160,0.28833719482421866,True,REGULAR,USD,2025-04-17
33,MSFT250417C00420000,2024-10-15 19:57:14+00:00,420.0,32.35,32.6,33.1,-1.420002,-4.2049212,24.0,493,0.28432417343139643,False,REGULAR,USD,2025-04-17
34,MSFT250417C00425000,2024-10-15 13:48:04+00:00,425.0,28.3,29.95,30.7,-2.8500004,-9.149279,13.0,196,0.2827372752380371,False,REGULAR,USD,2025-04-17
35,MSFT250417C00430000,2024-10-15 19:41:43+00:00,430.0,26.9,27.45,28.0,-1.8000011,-6.271781,22.0,242,0.2776561492919921,False,REGULAR,USD,2025-04-17
36,MSFT250417C00435000,2024-10-15 15:01:26+00:00,435.0,24.1,25.1,25.75,-2.3999996,-9.0566025,3.0,145,0.27538261245727536,False,REGULAR,USD,2025-04-17
37,MSFT250417C00440000,2024-10-15 19:29:38+00:00,440.0,22.46,22.9,23.45,-0.960001,-4.099065,3.0,340,0.2717052810668945,False,REGULAR,USD,2025-04-17
38,MSFT250417C00445000,2024-10-14 17:23:37+00:00,445.0,21.67,20.85,21.35,0.0,0.0,9.0,152,0.2687451055908203,False,REGULAR,USD,2025-04-17
39,MSFT250417C00450000,2024-10-15 17:10:22+00:00,450.0,18.66,18.95,20.3,-1.3899994,-6.9326653,7.0,512,0.2739330419921875,False,REGULAR,USD,2025-04-17
40,MSFT250417C00455000,2024-10-15 18:25:49+00:00,455.0,16.85,17.15,17.65,0.050001144,0.29762587,4.0,201,0.2641217387390136,False,REGULAR,USD,2025-04-17
41,MSFT250417C00460000,2024-10-15 16:54:04+00:00,460.0,14.99,15.5,16.15,-1.2199993,-7.5262146,1.0,123,0.2634656173706055,False,REGULAR,USD,2025-04-17
42,MSFT250417C00465000,2024-10-15 13:50:51+00:00,465.0,14.58,14.0,14.55,-0.13000011,-0.8837533,2.0,82,0.26093268371582035,False,REGULAR,USD,2025-04-17
43,MSFT250417C00470000,2024-10-15 19:22:35+00:00,470.0,12.4,12.6,13.1,-0.6500006,-4.9808474,171.0,308,0.25879647460937505,False,REGULAR,USD,2025-04-17
44,MSFT250417C00475000,2024-10-15 17:45:11+00:00,475.0,11.15,11.3,11.8,0.39999962,3.7209268,2.0,33,0.25714854187011715,False,REGULAR,USD,2025-04-17
45,MSFT250417C00480000,2024-10-15 19:04:19+00:00,480.0,9.95,10.15,10.6,-1.1000004,-9.954755,30.0,236,0.25551586776733404,False,REGULAR,USD,2025-04-17
46,MSFT250417C00485000,2024-10-15 16:01:26+00:00,485.0,8.75,9.05,9.5,-0.75,-7.894737,127.0,200,0.2539747454833985,False,REGULAR,USD,2025-04-17
47,MSFT250417C00490000,2024-10-15 14:00:50+00:00,490.0,8.7,8.1,9.25,0.39999962,4.8192725,32.0,156,0.26107001144409175,False,REGULAR,USD,2025-04-17
48,MSFT250417C00495000,2024-10-11 14:06:10+00:00,495.0,7.2,7.25,7.65,0.5,7.462687,1.0,105,0.25196060546875,False,REGULAR,USD,2025-04-17
49,MSFT250417C00500000,2024-10-15 16:01:50+00:00,500.0,6.2,6.5,6.8,-0.5500002,-8.148151,6.0,934,0.2504652590942382,False,REGULAR,USD,2025-04-17
50,MSFT250417C00505000,2024-10-14 15:45:33+00:00,505.0,5.99,5.8,6.1,0.0,0.0,2.0,66,0.24997698272705077,False,REGULAR,USD,2025-04-17
51,MSFT250417C00510000,2024-10-14 14:26:52+00:00,510.0,5.86,5.15,5.5,0.0,0.0,1.0,149,0.2500075,False,REGULAR,USD,2025-04-17
52,MSFT250417C00515000,2024-10-14 19:49:20+00:00,515.0,5.05,4.6,4.9,0.0,0.0,1.0,16,0.24927508544921873,False,REGULAR,USD,2025-04-17
53,MSFT250417C00520000,2024-10-09 17:11:31+00:00,520.0,4.14,3.65,4.35,0.0,0.0,1.0,20,0.24842060180664063,False,REGULAR,USD,2025-04-17
54,MSFT250417C00525000,2024-10-10 19:27:37+00:00,525.0,3.39,3.6,3.9,0.0,0.0,6.0,98,0.24839008453369144,False,REGULAR,USD,2025-04-17
55,MSFT250417C00530000,2024-10-10 19:27:37+00:00,530.0,3.0,3.2,3.5,0.0,0.0,1.0,39,0.24848163635253906,False,REGULAR,USD,2025-04-17
56,MSFT250417C00535000,2024-10-09 16:05:48+00:00,535.0,3.1,2.91,3.1,0.0,0.0,1.0,28,0.2478712908935547,False,REGULAR,USD,2025-04-17
57,MSFT250417C00540000,2024-10-15 15:16:55+00:00,540.0,2.6,2.52,2.76,-0.16000009,-5.7971044,6.0,44,0.24762715270996094,False,REGULAR,USD,2025-04-17
58,MSFT250417C00545000,2024-10-11 16:39:50+00:00,545.0,2.1,2.26,2.47,0.0,0.0,5.0,44,0.24781025634765624,False,REGULAR,USD,2025-04-17
59,MSFT250417C00550000,2024-10-14 13:45:32+00:00,550.0,2.15,2.0,2.25,0.0,0.0,1.0,40,0.24896991271972657,False,REGULAR,USD,2025-04-17
60,MSFT250417C00555000,2024-10-11 16:53:41+00:00,555.0,1.67,1.77,2.0,0.0,0.0,5.0,31,0.2488173263549805,False,REGULAR,USD,2025-04-17
61,MSFT250417C00560000,2024-10-14 14:01:27+00:00,560.0,1.82,1.62,1.76,0.0,0.0,1.0,10,0.2482374981689453,False,REGULAR,USD,2025-04-17
62,MSFT250417C00565000,2024-10-11 17:22:44+00:00,565.0,1.34,1.4,1.6,0.0,0.0,5.0,118,0.24927508544921873,False,REGULAR,USD,2025-04-17
63,MSFT250417C00570000,2024-10-11 16:30:26+00:00,570.0,1.22,1.25,1.45,0.0,0.0,5.0,15,0.2501906036376953,False,REGULAR,USD,2025-04-17
64,MSFT250417C00575000,2024-10-08 17:42:57+00:00,575.0,1.0,1.11,1.31,0.0,0.0,1.0,4,0.25098405273437496,False,REGULAR,USD,2025-04-17
65,MSFT250417C00580000,2024-10-11 16:30:26+00:00,580.0,0.95,0.99,1.16,0.0,0.0,6.0,116,0.2508009490966796,False,REGULAR,USD,2025-04-17
66,MSFT250417C00585000,2024-10-07 13:30:01+00:00,585.0,0.87,0.89,1.04,0.0,0.0,1.0,44,0.2512281909179687,False,REGULAR,USD,2025-04-17
67,MSFT250417C00590000,2024-10-11 19:43:26+00:00,590.0,0.85,0.79,0.93,0.09000003,11.842111,2.0,55,0.2515943981933594,False,REGULAR,USD,2025-04-17
68,MSFT250417C00595000,2024-10-07 18:17:32+00:00,595.0,0.65,0.7,0.83,0.0,0.0,2.0,13,0.2518385363769531,False,REGULAR,USD,2025-04-17
69,MSFT250417C00600000,2024-10-15 13:30:01+00:00,600.0,0.72,0.63,0.81,0.120000005,20.0,1.0,103,0.2556837127685547,False,REGULAR,USD,2025-04-17
70,MSFT250417C00610000,2024-10-15 14:43:43+00:00,610.0,0.5,0.5,0.66,-0.00999999,-1.9607825,1.0,3,0.2569654382324219,False,REGULAR,USD,2025-04-17
71,MSFT250417C00620000,2024-10-11 19:16:52+00:00,620.0,0.36,0.39,0.57,0.0,0.0,1.0,1,0.2603833728027344,False,REGULAR,USD,2025-04-17
72,MSFT250417C00625000,2024-10-11 19:17:10+00:00,625.0,0.3,0.35,0.48,0.0,0.0,1.0,23,0.25843026733398444,False,REGULAR,USD,2025-04-17
0,MSFT250516C00310000,2024-10-04 14:07:52+00:00,310.0,118.03,118.1,120.15,0.0,0.0,1.0,1,0.42911337493896484,True,REGULAR,USD,2025-05-16
1,MSFT250516C00315000,2024-10-08 14:54:07+00:00,315.0,110.89,113.85,115.65,0.0,0.0,,2,0.42015655532836915,True,REGULAR,USD,2025-05-16
2,MSFT250516C00320000,2024-10-09 14:26:45+00:00,320.0,109.05,109.05,111.1,0.0,0.0,,1,0.4103147348022461,True,REGULAR,USD,2025-05-16
3,MSFT250516C00325000,2024-10-15 14:49:23+00:00,325.0,103.82,104.8,106.75,-0.7799988,-0.7456967,1.0,1,0.4028074856567383,True,REGULAR,USD,2025-05-16
4,MSFT250516C00340000,2024-10-10 17:51:50+00:00,340.0,90.15,92.05,94.55,0.0,0.0,,1,0.38788453918457033,True,REGULAR,USD,2025-05-16
5,MSFT250516C00350000,2024-10-11 19:59:48+00:00,350.0,82.15,82.5,86.15,0.0,0.0,,1,0.3725343508911133,True,REGULAR,USD,2025-05-16
6,MSFT250516C00360000,2024-10-14 14:57:48+00:00,360.0,77.75,76.05,77.1,0.0,0.0,3.0,14,0.3491428611755371,True,REGULAR,USD,2025-05-16
7,MSFT250516C00365000,2024-10-10 13:42:11+00:00,365.0,69.9,70.75,73.3,0.0,0.0,,5,0.34421432159423826,True,REGULAR,USD,2025-05-16
8,MSFT250516C00370000,2024-10-09 16:21:03+00:00,370.0,68.8,67.4,70.05,0.0,0.0,,13,0.34386337295532227,True,REGULAR,USD,2025-05-16
9,MSFT250516C00375000,2024-10-14 17:59:50+00:00,375.0,66.0,64.6,65.5,0.0,0.0,3.0,8,0.3307409455871582,True,REGULAR,USD,2025-05-16
10,MSFT250516C00380000,2024-10-08 14:35:35+00:00,380.0,58.6,60.9,62.35,0.0,0.0,,1,0.32993223785400383,True,REGULAR,USD,2025-05-16
11,MSFT250516C00395000,2024-10-14 19:55:41+00:00,395.0,52.01,49.35,51.9,0.0,0.0,8.0,8,0.3143073941040039,True,REGULAR,USD,2025-05-16
12,MSFT250516C00400000,2024-10-14 14:08:23+00:00,400.0,49.8,47.45,48.7,0.0,0.0,1.0,8,0.3101417863464356,True,REGULAR,USD,2025-05-16
13,MSFT250516C00405000,2024-10-11 18:02:19+00:00,405.0,42.35,44.4,45.5,0.0,0.0,,2,0.30525902267456057,True,REGULAR,USD,2025-05-16
14,MSFT250516C00410000,2024-10-14 19:49:16+00:00,410.0,43.6,41.4,42.45,0.0,0.0,4.0,20,0.30084927673339845,True,REGULAR,USD,2025-05-16
15,MSFT250516C00415000,2024-10-14 14:20:54+00:00,415.0,39.15,38.5,40.7,-1.8499985,-4.5121913,3.0,32,0.306021954498291,True,REGULAR,USD,2025-05-16
16,MSFT250516C00420000,2024-10-15 14:49:40+00:00,420.0,35.82,36.0,36.55,-1.5299988,-4.0963826,11.0,26,0.29140418075561514,False,REGULAR,USD,2025-05-16
17,MSFT250516C00425000,2024-10-11 16:00:21+00:00,425.0,34.45,33.35,34.15,2.7000008,8.503939,,18,0.28983254119873036,False,REGULAR,USD,2025-05-16
18,MSFT250516C00430000,2024-10-15 16:29:07+00:00,430.0,29.95,30.85,31.5,-1.5,-4.7694755,7.0,19,0.2854838298034667,False,REGULAR,USD,2025-05-16
19,MSFT250516C00435000,2024-10-14 19:22:48+00:00,435.0,29.6,28.5,29.2,0.0,0.0,1.0,14,0.2830729652404785,False,REGULAR,USD,2025-05-16
20,MSFT250516C00440000,2024-10-14 13:58:41+00:00,440.0,27.85,26.25,26.8,0.0,0.0,2.0,8,0.2790446852111816,False,REGULAR,USD,2025-05-16
21,MSFT250516C00445000,2024-10-11 15:19:11+00:00,445.0,22.83,23.05,25.6,0.0,0.0,,2,0.2837290866088866,False,REGULAR,USD,2025-05-16
22,MSFT250516C00450000,2024-10-14 19:53:04+00:00,450.0,23.24,22.1,22.8,0.0,0.0,11.0,161,0.27483330154418945,False,REGULAR,USD,2025-05-16
23,MSFT250516C00455000,2024-10-08 14:12:43+00:00,455.0,18.58,20.25,20.9,0.0,0.0,,1,0.2723003678894042,False,REGULAR,USD,2025-05-16
24,MSFT250516C00460000,2024-10-15 19:12:29+00:00,460.0,18.03,18.5,19.0,-1.5499992,-7.9162374,1.0,44,0.26888243331909173,False,REGULAR,USD,2025-05-16
25,MSFT250516C00465000,2024-10-14 16:23:28+00:00,465.0,17.75,16.85,17.55,0.0,0.0,1.0,1,0.26840941558837883,False,REGULAR,USD,2025-05-16
26,MSFT250516C00470000,2024-10-15 16:03:37+00:00,470.0,14.65,15.35,15.8,-1.6000004,-9.846156,2.0,2,0.26453372192382807,False,REGULAR,USD,2025-05-16
27,MSFT250516C00475000,2024-10-15 15:03:16+00:00,475.0,13.85,13.9,14.5,-1.0199995,-6.8594456,1.0,4,0.263755531463623,False,REGULAR,USD,2025-05-16
28,MSFT250516C00480000,2024-10-15 14:33:01+00:00,480.0,12.4,12.6,13.2,-1.2700005,-9.290421,5.0,3,0.2621838919067383,False,REGULAR,USD,2025-05-16
29,MSFT250516C00485000,2024-10-08 16:43:04+00:00,485.0,10.6,11.5,11.95,0.0,0.0,,1,0.26024604507446286,False,REGULAR,USD,2025-05-16
30,MSFT250516C00495000,2024-10-15 14:31:04+00:00,495.0,9.4,9.4,10.0,0.5999994,6.8181753,4.0,22,0.2594068200683594,False,REGULAR,USD,2025-05-16
31,MSFT250516C00500000,2024-10-15 17:43:41+00:00,500.0,8.5,8.5,9.95,-0.05000019,-0.58479756,17.0,25,0.26772277694702146,False,REGULAR,USD,2025-05-16
32,MSFT250516C00505000,2024-10-14 17:29:03+00:00,505.0,8.26,7.6,8.1,0.0,0.0,1.0,10,0.25606517868041995,False,REGULAR,USD,2025-05-16
33,MSFT250516C00510000,2024-10-14 15:32:40+00:00,510.0,7.24,6.95,7.45,0.0,0.0,17.0,25,0.25666026550292964,False,REGULAR,USD,2025-05-16
34,MSFT250516C00515000,2024-10-08 13:40:40+00:00,515.0,6.25,6.25,6.6,0.8000002,14.678903,12.0,1,0.2541425904846192,False,REGULAR,USD,2025-05-16
35,MSFT250516C00530000,2024-10-10 13:48:40+00:00,530.0,4.32,4.5,5.05,0.0,0.0,16.0,17,0.25522595367431644,False,REGULAR,USD,2025-05-16
36,MSFT250516C00540000,2024-10-14 14:07:30+00:00,540.0,4.0,3.7,3.95,0.0,0.0,6.0,9,0.2515943981933594,False,REGULAR,USD,2025-05-16
0,MSFT250620C00115000,2024-10-15 19:53:10+00:00,115.0,305.65,304.3,307.9,-0.1499939,-0.049049675,1.0,42,0.8863536755371093,True,REGULAR,USD,2025-06-20
1,MSFT250620C00120000,2024-10-04 15:24:56+00:00,120.0,298.82,299.35,303.5,0.0,0.0,1.0,194,0.8801281518554687,True,REGULAR,USD,2025-06-20
2,MSFT250620C00125000,2024-10-01 15:06:15+00:00,125.0,299.06,294.55,298.6,0.0,0.0,10.0,56,0.8620619262695313,True,REGULAR,USD,2025-06-20
3,MSFT250620C00130000,2024-10-01 13:51:29+00:00,130.0,294.95,289.35,293.35,0.0,0.0,14.0,377,0.8223894714355469,True,REGULAR,USD,2025-06-20
4,MSFT250620C00135000,2024-07-18 16:17:19+00:00,135.0,304.0,286.0,290.45,0.0,0.0,1.0,142,0.8930064410400391,True,REGULAR,USD,2025-06-20
5,MSFT250620C00140000,2023-05-31 13:36:57+00:00,140.0,203.25,209.0,213.95,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,2025-06-20
6,MSFT250620C00145000,2024-03-04 14:30:14+00:00,145.0,274.59,279.0,284.0,0.0,0.0,1.0,136,0.9612430633544922,True,REGULAR,USD,2025-06-20
7,MSFT250620C00150000,2024-10-03 13:37:17+00:00,150.0,270.0,270.25,274.45,0.0,0.0,1.0,765,0.7785056329345703,True,REGULAR,USD,2025-06-20
8,MSFT250620C00155000,2024-10-08 19:42:37+00:00,155.0,263.42,265.4,269.3,0.0,0.0,1.0,132,0.75586181640625,True,REGULAR,USD,2025-06-20
9,MSFT250620C00160000,2024-09-11 15:58:53+00:00,160.0,258.46,258.25,262.3,0.0,0.0,2.0,17,0.6223182299804688,True,REGULAR,USD,2025-06-20
10,MSFT250620C00165000,2024-07-31 18:07:57+00:00,165.0,259.03,255.0,259.5,0.0,0.0,1.0,0,0.7084379742431641,True,REGULAR,USD,2025-06-20
11,MSFT250620C00170000,2024-08-09 19:25:34+00:00,170.0,241.75,235.45,238.15,0.0,0.0,3.0,261,1.0000000000000003e-05,True,REGULAR,USD,2025-06-20
12,MSFT250620C00175000,2024-09-13 19:50:08+00:00,175.0,260.98,243.9,247.8,0.0,0.0,1.0,29,0.6030313134765627,True,REGULAR,USD,2025-06-20
13,MSFT250620C00180000,2024-09-12 19:32:39+00:00,180.0,252.0,239.3,243.2,0.0,0.0,1.0,1091,0.6054726953125001,True,REGULAR,USD,2025-06-20
14,MSFT250620C00185000,2024-10-15 16:46:57+00:00,185.0,236.45,236.5,240.5,4.869995,2.102943,1.0,51,0.6751741467285157,True,REGULAR,USD,2025-06-20
15,MSFT250620C00190000,2024-07-31 15:03:58+00:00,190.0,235.15,231.0,235.9,0.0,0.0,2.0,141,0.6542392974853517,True,REGULAR,USD,2025-06-20
16,MSFT250620C00195000,2024-02-02 15:56:54+00:00,195.0,223.0,228.5,232.55,0.0,0.0,3.0,348,0.6960479614257813,True,REGULAR,USD,2025-06-20
17,MSFT250620C00200000,2024-10-15 14:18:22+00:00,200.0,224.42,222.5,225.8,6.419998,2.9449532,40.0,343,0.6383703155517577,True,REGULAR,USD,2025-06-20
18,MSFT250620C00205000,2024-10-15 14:18:22+00:00,205.0,219.62,217.2,221.0,12.369995,5.9686346,40.0,48,0.6186561572265626,True,REGULAR,USD,2025-06-20
19,MSFT250620C00210000,2024-09-19 16:40:07+00:00,210.0,235.92,212.95,216.2,0.0,0.0,1.0,74,0.6138954626464845,True,REGULAR,USD,2025-06-20
20,MSFT250620C00215000,2024-07-30 16:14:44+00:00,215.0,214.5,204.3,207.5,0.0,0.0,1.0,15,0.5361984857177735,True,REGULAR,USD,2025-06-20
21,MSFT250620C00220000,2024-09-12 19:49:35+00:00,220.0,212.4,200.85,203.55,0.0,0.0,1.0,167,0.5106250109863282,True,REGULAR,USD,2025-06-20
22,MSFT250620C00225000,2024-09-12 14:39:44+00:00,225.0,203.65,195.95,198.75,0.0,0.0,6.0,104,0.5001270690917969,True,REGULAR,USD,2025-06-20
23,MSFT250620C00230000,2024-08-21 14:31:21+00:00,230.0,203.8,210.15,214.3,0.0,0.0,1.0,596,0.8596205444335938,True,REGULAR,USD,2025-06-20
24,MSFT250620C00235000,2024-09-12 14:44:08+00:00,235.0,194.5,186.35,190.25,0.0,0.0,8.0,170,0.5449874603271485,True,REGULAR,USD,2025-06-20
25,MSFT250620C00240000,2024-08-05 14:31:14+00:00,240.0,163.5,176.5,179.85,0.0,0.0,1.0,339,0.3597476135253906,True,REGULAR,USD,2025-06-20
26,MSFT250620C00245000,2024-09-12 13:49:11+00:00,245.0,184.2,177.2,180.6,0.0,0.0,4.0,461,0.5203295037841795,True,REGULAR,USD,2025-06-20
27,MSFT250620C00250000,2024-10-11 16:34:10+00:00,250.0,171.5,174.55,178.5,0.0,0.0,50.0,458,0.5231981274414061,True,REGULAR,USD,2025-06-20
28,MSFT250620C00255000,2024-10-14 14:42:51+00:00,255.0,175.0,169.7,173.2,0.0,0.0,1.0,127,0.5058337991333007,True,REGULAR,USD,2025-06-20
29,MSFT250620C00260000,2024-10-07 16:43:03+00:00,260.0,162.25,164.85,168.65,0.0,0.0,1.0,263,0.5296677893066408,True,REGULAR,USD,2025-06-20
30,MSFT250620C00265000,2024-09-13 19:40:46+00:00,265.0,175.0,158.05,162.05,0.0,0.0,1.0,143,0.48575343353271483,True,REGULAR,USD,2025-06-20
31,MSFT250620C00270000,2024-10-04 13:52:01+00:00,270.0,157.4,155.45,158.9,0.0,0.0,1.0,593,0.5015308636474609,True,REGULAR,USD,2025-06-20
32,MSFT250620C00275000,2024-10-11 17:15:42+00:00,275.0,148.73,150.8,154.35,0.0,0.0,1.0,150,0.4928029235839845,True,REGULAR,USD,2025-06-20
33,MSFT250620C00280000,2024-09-18 17:00:00+00:00,280.0,162.97,146.15,149.8,0.0,0.0,4.0,235,0.48389187988281257,True,REGULAR,USD,2025-06-20
34,MSFT250620C00285000,2024-09-17 13:38:25+00:00,285.0,163.67,141.5,145.15,0.0,0.0,5.0,130,0.4733939379882813,True,REGULAR,USD,2025-06-20
35,MSFT250620C00290000,2024-10-02 19:55:01+00:00,290.0,137.7,136.9,140.55,0.0,0.0,1.0,389,0.463521600189209,True,REGULAR,USD,2025-06-20
36,MSFT250620C00295000,2024-10-14 16:08:19+00:00,295.0,135.7,132.35,135.95,0.0,0.0,2.0,71,0.453557710571289,True,REGULAR,USD,2025-06-20
37,MSFT250620C00300000,2024-10-14 19:35:52+00:00,300.0,131.1,128.3,130.2,0.0,0.0,1.0,987,0.42806052902221686,True,REGULAR,USD,2025-06-20
38,MSFT250620C00305000,2024-10-03 18:53:15+00:00,305.0,123.24,123.75,125.7,0.0,0.0,1.0,469,0.4197140548706054,True,REGULAR,USD,2025-06-20
39,MSFT250620C00310000,2024-10-14 15:21:26+00:00,310.0,122.01,119.25,122.25,0.0,0.0,3.0,801,0.4243221630859375,True,REGULAR,USD,2025-06-20
40,MSFT250620C00315000,2024-10-14 15:22:08+00:00,315.0,117.5,116.05,117.55,0.0,0.0,3.0,615,0.41272559936523434,True,REGULAR,USD,2025-06-20
41,MSFT250620C00320000,2024-10-15 18:18:35+00:00,320.0,110.75,111.65,112.35,-2.6699982,-2.3540807,1.0,1119,0.3952086846923829,True,REGULAR,USD,2025-06-20
42,MSFT250620C00325000,2024-10-14 14:12:45+00:00,325.0,110.29,106.05,108.0,0.0,0.0,1.0,535,0.3877319528198242,True,REGULAR,USD,2025-06-20
43,MSFT250620C00330000,2024-10-14 16:08:41+00:00,330.0,104.6,103.0,103.7,0.0,0.0,2.0,447,0.38052987640380853,True,REGULAR,USD,2025-06-20
44,MSFT250620C00335000,2024-10-14 16:08:36+00:00,335.0,100.35,98.75,99.45,0.0,0.0,2.0,338,0.37354142089843745,True,REGULAR,USD,2025-06-20
45,MSFT250620C00340000,2024-10-14 19:09:08+00:00,340.0,96.2,94.55,95.25,0.0,0.0,9.0,699,0.3667360690307617,True,REGULAR,USD,2025-06-20
46,MSFT250620C00345000,2024-10-14 19:09:11+00:00,345.0,92.0,89.15,91.1,0.0,0.0,6.0,350,0.3600527862548828,True,REGULAR,USD,2025-06-20
47,MSFT250620C00350000,2024-10-14 13:50:21+00:00,350.0,89.0,84.55,87.0,0.0,0.0,1.0,1558,0.35349157257080077,True,REGULAR,USD,2025-06-20
48,MSFT250620C00355000,2024-10-11 14:53:16+00:00,355.0,79.4,80.55,83.0,0.0,0.0,2.0,358,0.3474949284362792,True,REGULAR,USD,2025-06-20
49,MSFT250620C00360000,2024-10-15 18:33:20+00:00,360.0,77.5,77.2,80.3,-2.300003,-2.8822093,4.0,986,0.35288122711181635,True,REGULAR,USD,2025-06-20
